No. de registro,Año de identificación como sitio contaminado,Modalidad del sitio contaminado,Responsable de la contaminación,Estado,Municipio,Ubicación,Tipo de evento,Actividad del responsable de la contaminación SCIAN 2023 - Clase,Actividad del responsable de la contaminación SCIAN 2023 - Subsector,Contaminante (específico),Contaminante (genérico),Área de suelo contaminado m²,Volumen de suelo contaminado m³,Cuenta con programa de remediación aprobado,x,y
1910,2017,Emergencia ambiental,"Transporte y Servicios STN, S.A. de C.V.",Sinaloa,Salvador Alvarado,"Km 120+600 carretera No. 15 Culiacán-Los Mochis, tramo Guamúchil-Las Brisas",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,300,330,Si,-108.236,25.488
2442,2023,Emergencia ambiental,"Fletes y Transportes In-Time, S.A. de C.V.",Coahuila_de_Zaragoza,General Cepeda,Km 32 carretera federal No. 40-D Matamoros - Saltillo,Derrame,Otro autotransporte local de carga general,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,1276,1232,Si,-101.606,25.516
2345,2022,Emergencia ambiental,Félix Díaz Álvarez,Baja_California_Sur,Comondú,Km 047+550 carretera No. 420 Ciudad Insurgentes-Loreto,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,108,302.4,Si,-111.433,25.536
2338,2022,Emergencia ambiental,"Transportes JSV, S.A. de C.V.",Coahuila_de_Zaragoza,Ramos Arizpe,Km 35+700 carretera federal No. 140D Monterrey-Saltillo,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,537,810.83,Si,-100.977,25.543
2451,2022,Emergencia ambiental,"Petro Express del Norte, S.A. de C.V.",Coahuila_de_Zaragoza,Torreón,"Km 027+400 carretera 2285 Saltillo-Torreón directo, tramo la Cuchilla-Matamoros",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,410,857.6,Si,-103.112,25.543
1675,2015,Emergencia ambiental,Pemex Refinación,Nuevo_León,Cadereyta Jiménez,"Km 463+525.20 oleoducto de 24"" Ø L1 Madero-Cadereyta, ubicado en el Ejido de San Juan",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petróleo crudo,Hidrocarburos,4369,5990.86,Si,-99.888,25.551
2426,2022,Emergencia ambiental,"Transportes Foráneos y Locales de Río Grande, S.A. de C.V.",Coahuila_de_Zaragoza,Viesca,"Km 017+890 carretra (2285) Saltillo-Torreón, tramo la Cuchilla-Matamoros",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,460,1104,No,-103.029,25.558
1591,2014,Emergencia ambiental,Pemex Refinación,Nuevo_León,Cadereyta Jiménez,"Km 478+255.06 poliducto de 12-10"" Ø Madero-Cadereyta",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,1.787,3303.76,Si,-99.881,25.578
2484,2023,Pasivo ambiental,Pemex Logística,Nuevo_León,Monterrey,Km 485+763.10 poliducto 12”-10” ø Madero-Cadereyta,Derrames y/o fugas,Otros servicios de intermediación para el transporte de carga,Servicios relacionados con el transporte,"Hidrocarburos ligeros, de fracción media y pesados",Hidrocarburos,6272,13663.7,Si,-99.944,25.579
2347,2022,Emergencia ambiental,"Setramex Transportes, S.A. de C.V.",Coahuila_de_Zaragoza,Ramos Arizpe,Km 046+200 autopista No. 40D Saltillo-Monterrey,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Ácidos,Ácidos y bases,684,239.4,Si,-100.907,25.616
726,2011,Emergencia ambiental,Pemex Refinación,Sinaloa,Ahome,"Km 000+050 combustoleoducto de 24” Ø Topolobampo-Culiacán, en el puerto de Topolobampo",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,424,144.7,Si,-109.041,25.62
748,2011,Emergencia ambiental,Pemex Refinación,Coahuila_de_Zaragoza,Ramos Arizpe,"Km 064+300 poliducto 10"" Ø Satélite-Gómez Palacio, Sector Monterrey",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,180,398,Si,-101.096,25.633
2306,2021,Emergencia ambiental,"Transporte y Servicios STN, S.A. de C.V.",Coahuila_de_Zaragoza,Ramos Arizpe,Km 030+600 carretera No. 2270 Saltillo-Monterrey,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,365,207.3,Si,-100.799,25.634
2406,2022,Emergencia ambiental,"Transportes Madero, S.A. de C.V.",Coahuila_de_Zaragoza,Parras,Km 190 carretera federal No. 40 tramo la Cuchilla-Torreón,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,650,1210,Si,-102.754,25.653
1613,2014,Emergencia ambiental,Pemex Refinación,Coahuila_de_Zaragoza,General Cepeda,Km 136+300 poliducto de 10” Ø tramo Satélite-Gómez Palacio,Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,178.57,213.33,Si,-101.79,25.664
1609,2014,Emergencia ambiental,Pemex Refinación,Nuevo_León,García,Km 024+070 poliducto de 10” Ø tramo Satélite-Gómez Palacio,Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,2.8,5.6,Si,-100.701,25.67
1736,2015,Emergencia ambiental,Pemex Refinación,Sinaloa,Ahome,"Km 007+800 del derecho de vía del poliducto de 10"" Ø Topolobampo-Culiacán",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Hidrocarburos,Hidrocarburos,1027.92,3744.35,No,-109.015,25.674
2428,2023,Pasivo ambiental,"GE Lighting MX, S. de R.L. de C.V. ",Nuevo_León,Monterrey,"Avenida Alfonso Reyes No. 1627, C.P. 64008, colonia Obrerista [Antigua Planta de Lámparas General Electric (Lámparas GE)]",Derrames y/o fugas,Fabricación de focos,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica","Metales, metaloides",Metales y metaloides,5353.18,7377.54,Si,-100.315,25.689
1726,2015,Pasivo ambiental,Aeropuertos y Servicios Auxiliares,Sinaloa,Ahome,"Estación de Combustubles del Aeropuerto de Los Mochis, carretera Los Mochis a Topolobampo km 12.5, C.P. 81360 ",Derrames y/o fugas,Administración de aeropuertos y helipuertos,Servicios relacionados con el transporte,Hidrocarburos ligeros,Hidrocarburos,1722,1642.09,Si,-109.046,25.692
2385,2023,Pasivo ambiental,"Focos, S.A. de C.V.",Nuevo_León,Monterrey,"Avenida Churubusco No. 3900, colonia Industrial Benito Juárez, C.P. 64517",Derrames y/o fugas,Fabricación de focos,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica","Metales, metaloides",Metales y metaloides,11072.81,13212.87,Si,-100.271,25.707
564,2010,Pasivo ambiental,"Crisa Libbey México, S. de R.L. de C.V.",Nuevo_León,Monterrey,"José María Vigil No. 400, colonia del Norte",Derrames y/o fugas,Fabricación de artículos de vidrio de uso doméstico,Fabricación de productos a base de minerales no metálicos,Metales,Metales y metaloides,2,4,Si,-100.304,25.708
2143,2022,Pasivo ambiental,"Quimobásicos, S.A. de C.V.",Nuevo_León,Monterrey,"Calle Ruiz Cortines No. 2333 poniente, colonia Pedro Lozano (Complejo CYDSA, S.A. de C.V.).",Derrames y/o fugas,Fabricación de gases industriales ,Industria química,Metales,Metales y metaloides,630.07,508.99,No,-100.335,25.711
23,2008,Emergencia ambiental,Pemex Refinación,Durango,Gómez Palacio,"Km 019+135 poliducto de 10"" Ø de Gómez Palacio-Chihuahua, Ejido María Antonieta",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,71.5,45.2,Si,-103.553,25.713
2388,2023,Emergencia ambiental,"Transporte Madero Tampico, S.A. de C.V.",Nuevo_León,Los Ramones,Km 85+200 autopista No. 40-D Monterrey-Reynosa,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,320,608,Si,-99.498,25.716
2069,2019,Pasivo ambiental,"Cuprum, S.A. de C.V.",Nuevo_León,San Nicolás de los Garza,"Avenida Diego Díaz de Berlanga No. 132, Fraccionamiento El Nogalar",Derrames y/o fugas,Industria básica del aluminio,Industrias metálicas básicas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,309,634.4,Si,-100.281,25.718
1737,2015,Emergencia ambiental,Pemex Refinación,Sinaloa,Ahome,"Km 14+500 poliducto de 10"" Ø Topolobampo-Guamúchil-Culiacán",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,186.39,283.52,Si,-108.98,25.734
1756,2015,Emergencia ambiental,Pemex Refinación,Sinaloa,Ahome,"Km 015+570 del derecho de vía del poliducto de 10"" Ø Topolobampo-Guamúchil-Culiacán",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,268.15,478.44,Si,-108.977,25.741
2443,2023,Pasivo ambiental,"CIBANCO, S.A., Institución de Banca Múltiple (como causahabiente final de “Deutsche Bank México, S.A.” institución de banca múltiple, división fiduciaria) actuando como fiduciario en el fideicomiso irrevocable de administración número DB/128",Nuevo_León,Apodaca,"Local B318, Parque Industrial Las Américas, carretera a Huinala, km 28, Número 404-B, C.P. 66645",Derrame,Fabricación de cables de conducción eléctrica. Actual: Fondos y fideicomisos financieros,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica. Actual: Instituciones de intermediación crediticia y financiera no bursátil",Hidrocarburos de  fracción media y pesados,Hidrocarburos,14.03,22.5,No,-100.168,25.746
1792,2016,Emergencia ambiental,Pemex Refinación,Sinaloa,Ahome,"Km 030+000 del derecho de vía del poliducto de 10"" Ø Topolobampo-Culiacán",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,580.8,2032.79,Si,-108.873,25.75
1614,2014,Emergencia ambiental,Pemex Refinación,Nuevo_León,Pesquería,"Km 022+400 poliducto de 18” Ø Cadereyta-Satélite, en el tramo V.S, Papagayos y V.S. Pesquería",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,370.3,4554.69,Si,-100.067,25.752
2066,2019,Pasivo ambiental,"Industrias Acros Whirlpool, S de R.L. de C.V.",Nuevo_León,Apodaca,Carretera Miguel Alemán km 16.13,Derrames y/o fugas,Fabricación de aparatos de línea blanca,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica","Hidrocarburos, solventes orgánicos",Hidrocarburos,205,369,Si,-100.205,25.754
1762,2015,Emergencia ambiental,Pemex Refinación,Sinaloa,Ahome,"Km 028+208 del derecho de vía del poliducto de 10"" Ø Topolobampo-Guamúchil-Culiacán",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,344.51,433.35,Si,-108.884,25.754
1608,2014,Emergencia ambiental,Pemex Refinación,Nuevo_León,Apodaca,Km 031+050 poliducto de 18” Ø tramo Cadereyta-Satélite,Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,200.78,1106.36,Si,-100.087,25.76
1738,2015,Emergencia ambiental,Pemex Refinación,Sinaloa,Ahome,"Km 026+000 poliducto de 10"" Ø Topolobampo-Guamúchil-Culiacán",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,302.53,378.03,No,-108.903,25.761
1456,2013,Emergencia ambiental,"Flensa, S.A. de C.V.",Nuevo_León,Apodaca,"Km 51 del periférico Apodaca, con cruce Miguel Alemán autopista periférico Monterrey",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,120,145,Si,-100.153,25.767
2049,2019,Pasivo ambiental,"Patrimonio de la Vivienda Grupo Industrial, S.A. de C.V.",Nuevo_León,San Nicolás de los Garza,Lote 3,Depósitos de residuos peligrosos,Fabricación de equipo ferroviario. Actual: Edificación de vivienda multifamiliar,Fabricación de equipo de transporte. Actual: Edificación,"Metales, metaloides",Metales y metaloides,5771.47,7911,No,-100.323,25.771
21,2008,Emergencia ambiental,Pemex Refinación,Coahuila_de_Zaragoza,San Pedro,"Km 276+500 poliducto de 10"" Ø de Satélite-Gómez Palacio, Ejido La Rosita ",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,216.3,118.31,Si,-103.123,25.772
680,2011,Emergencia ambiental,Pemex Refinación,Coahuila_de_Zaragoza,Francisco I. Madero,Km 289+030 poliducto de 14” Ø Satélite-Gómez Palacio,Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,495.7,2247.95,Si,-103.247,25.774
2412,2022,Emergencia ambiental,"Transportes Nari, S.A. de C.V.",Nuevo_León,China,Km 107+200 autopista No. 40 Monterrey-Reynosa,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,1145,1413.5,Si,-99.293,25.781
2030,2018,Emergencia ambiental,Refinados Mexicanos. S.A .de C.V.,Nuevo_León,General Escobedo,"Km 018+800 del libramiento noreste, entre avenida Unidad y avenida Unidad Orgánica, colonia la Unidad",Derrame,Comercio al por menor de gasolina y diésel,"Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",Petrolíferos,Hidrocarburos,1641,1542.45,Si,-100.415,25.801
483,2010,Emergencia ambiental,"Transportes Especializados Cantú Segovia, S.A. de C.V.",Nuevo_León,General Bravo,"Km 120+000 autopista Monterrey-Reynosa, tramo caseta de cuota General Bravo",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Ácidos,Ácidos y bases,800,240,Si,-99.161,25.814
835,2011,Emergencia ambiental,Pemex Refinación,Durango,Mapimí,"Km 032+800 poliducto de 10"" Ø Gómez Palacio-Chihuahua, poblado Bermejillo",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,702.49,2439.56,Si,-103.596,25.831
1720,2015,Emergencia ambiental,Pemex Exploración y Producción,Tamaulipas,Reynosa,Área aledaña al Pozo Monterrey 201 del Activo Integral Burgos,Derrame,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,19757.06,47416.9,Si,-98.245,25.842
2472,2023,Emergencia ambiental,Sara Gabriela Alzaga Pérez,Nuevo_León,Doctor Coss,Km 139 Carretera federal No. 40-D,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,359,430.8,Si,-99.003,25.845
