No. de registro,Clasificación de técnica o proceso de tratamiento,Año de identificación como sitio contaminado,Modalidad del sitio contaminado,Responsable de la contaminación,Responsable técnico de la remediación,Estado,Municipio,Ubicación,Tipo de evento,Actividad del responsable de la contaminación SCIAN 2023 - Clase,Actividad del responsable de la contaminación SCIAN 2023 - Subsector,Contaminante (específico),Contaminante (genérico),Técnica o proceso de tratamiento,Año de conclusión de la remediación,Área de suelo remediado m²,Volumen de suelo remediado m³,x,y
116,Disposición final,2008,Pasivo ambiental,"Autodesc, S.A. de C.V.-Grupo KUO, S.A.B de C.V.","Corporación Ambiental de México, S.A. de C.V.",México,Ecatepec de Morelos,Calle Carlos B. Zetina No. 80 fraccionamiento industrial Xalostoc,Derrames y/o fugas,Fabricación de motores y sus partes para vehículos automotrices ,Fabricación de equipo de transporte,Metales,Metales y metaloides,Disposición final fuera del sitio,2012,945,1557,"2,805,236.93","838,463.83"
1836,Biológicos,2016,Pasivo ambiental,"Dana de México Corporación, S. de R.L. de C.V. División Autometales","Germen, S.A. de C.V.",México,Tlalnepantla de Baz,Avenida de Las Industrias No. 24 fraccionamiento industrial La Presa en San Juan Ixhuatepec,Derrames y/o fugas,Fabricación de partes de sistemas de transmisión para vehículos automotores,Fabricación de equipo de transporte,Hidrocarburos de fracción media y pesados,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2018,83.49,138.32,"2,801,608.64","838,945.99"
258,Disposición final,2009,Pasivo ambiental,"Shell México, S.A. de C.V.","ERM México, S.A. de C.V.",México,Ecatepec de Morelos,Calle Zinc No. 52 fraccionamiento industrial Esfuerzo Nacional,Derrames y/o fugas,Comercio al por menor de gasolina y diésel,"Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes","Hidrocarburos, plaguicidas",Mezcla de contaminantes,Disposición final fuera del sitio,2012,454.4,1391,"2,806,718.78","839,400.51"
2176,Combinación de procesos biológicos,2019,Emergencia ambiental,"Transpac, S.A. de C.V.","EQS Consulting Group, S.A. de C.V.",Michoacán_de_Ocampo,Pátzcuaro,Km 60+400 autopista Pátzcuaro-Cuitzeo,Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado y biorremediación por landfarming en el sitio contaminado,2022,844,518.7,"2,546,538.37","837,291.81"
2028,Biológicos,2018,Emergencia ambiental,"Carel Express, S.A. de C.V.","Isali, S.A. de C.V.",México,Texcoco,"Km 3 carretera federal No. 2620 Texcoco Ecatepec, poblado de Chiconcuac",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2020,395,273.5,"2,824,024.25","841,376.91"
1993,Disposición final,2018,Pasivo ambiental,"Covestro, S.A. de C.V.","Corporación Ambiental de México, S.A. de C.V.",México,Ecatepec de Morelos,"Vía Morelos No. 330 E Santa Clara Coatitla, C.P. 55540  ",Derrames y/o fugas,Fabricación de resinas sintéticas,Industria química,"Hidrocarburos pesados, metales",Mezcla de contaminantes,Disposición final fuera del sitio,2019,30.04,44.2,"2,807,886.59","841,091.81"
2323,Disposición final,2022,Pasivo ambiental,"Covestro, S.A. de C.V.","Corporación Ambiental de México, S.A. de C.V.",México,Ecatepec de Morelos,"Vía Morelos No. 330-E, colonia Santa Clara Coatitla, C.P. 55540  ",Derrames y/o fugas,Fabricación de espumas y productos de uretano,Industria del plástico y del hule,Plaguicidas,Plaguicidas,Disposición final fuera del sitio,2023,174.4,523.23,"2,807,886.59","841,091.81"
265,Disposición final,2009,Pasivo ambiental,"Precisión Mecánica Nacional, S.A. de C.V.","Integrated Environmental Management Services, S.A. de C.V. ",México,Atizapán de Zaragoza,"Cumbres de Acultzingo, esquina 5 de Mayo colonia Pirules",Derrames y/o fugas,Reparación mecánica en general de automóviles y camiones,Servicios de reparación y mantenimiento,Hidrocarburos,Hidrocarburos,Disposición final fuera del sitio,2010,1200,4057.6,"2,791,099.19","841,163.19"
609,Biológicos,2010,Emergencia ambiental,"Grupo Aldama, S.A. de C.V.","Isali, S.A. de C.V.",Michoacán_de_Ocampo,Morelia,"Km 026+700 carretera federal No. 14 Morelia-Uruapan, tramo Morelia-Lagunillas",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2012,739.64,436.55,"2,565,273.13","839,156.41"
552,Biológicos,2010,Emergencia ambiental,"Transportes JSV, S.A. de C.V.","Isali, S.A. de C.V.",Michoacán_de_Ocampo,Morelia,Km 026+850 carretera federal No. 14D Morelia-Pátzcuaro,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2011,804,587.4,"2,565,142.39","839,165.98"
281,Biológicos,2009,Emergencia ambiental,"Transportadora de Combustibles y Asfaltos, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Michoacán_de_Ocampo,Morelia,Km 026+800 carretera federal No. 14D Morelia-Pátzcuaro,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2011,595,427.5,"2,565,270.34","839,309.85"
1032,Disposición final,2011,Emergencia ambiental,"Transportadores del Sureste, S.A. de C.V.","Isali, S.A. de C.V.",Michoacán_de_Ocampo,Morelia,"Km 023+000 autopista No. 14D, Morelia-Pátzcuaro",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Disposición final fuera del sitio,2012,68.96,30,"2,567,272.36","839,496.90"
150,Biológicos,2008,Emergencia ambiental,"Express y Tanques Especializados, S.A. de C.V.","Integración de Servicios Ambientales & Limpieza Industrial, S.A. de C.V.",Michoacán_de_Ocampo,Acuitzio,"Km 021+300 carretera No. 14 Morelia-Uruapan, tramo entronque Morelia-Lagunillas",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2010,206.36,197.8,"2,570,090.30","840,307.93"
1982,Físicos,2018,Pasivo ambiental,"Basf Mexicana, S.A. de C.V.","ERM México, S.A. de C.V.",México,Ecatepec de Morelos,Avenida Licenciado Ángel Otero Rivero No. 8 Industrias Tulpetlac,Derrames y/o fugas,Fabricación de otros productos químicos básicos orgánicos,Industria química,Hidrocarburos de fracción media y pesados,Hidrocarburos,Extracción de vapores en el sitio contaminado,2021,93.5,227.5,"2,810,128.10","845,105.82"
237,Biológicos,2009,Emergencia ambiental,"Sociedad Cooperativa de Autotransportes 13 de Julio, S.C.L.","Germen, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Acajete,"Km 134 carretera federal No. 140, tramo San Hipólito-Xalapa, entronque Villa Aldama-Xalapa",Derrame,Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija,"Transporte terrestre de pasajeros, excepto por ferrocarril",Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2010,650.23,1379,"3,023,101.43","852,475.15"
359,Biológicos,2009,Emergencia ambiental,Teresa Domínguez Reynoso,"Ingeniería Ecológica del Sureste, S.A. de C.V.",Puebla,Cuyoaco,Km 044+500 autopista de cuota Puebla-Teziutlán tramo Virreyes-Cuyoaco,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2010,200,200,"2,958,617.50","850,859.25"
1728,Biológicos,2015,Emergencia ambiental,Pemex Refinación,"Ecología 2000, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Actopan,"A la altura de la laguna ""La Mancha"" carretera federal No. 180 Matamoros-Puerto Juárez",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2016,260,588,"3,085,597.13","856,329.62"
1171,Disposición final,2012,Pasivo ambiental,Desconocido. (conmutación de multa a Química Apollo),"Química Apollo, S.A. de C.V.",México,Acolman,"Parcela 548 Z-0 P2, ubicado en el Ejido de Cuanalan",Derrames y/o fugas,N.E.I. Tratamiento y disposición final de residuos peligrosos por el sector privado,N.E.I. Actual: Manejo de residuos y servicios de remediación,Hidrocarburos,Hidrocarburos,Disposición final fuera del sitio,2018,871.49,476.72,"2,822,292.30","849,028.45"
1611,Biológicos,2014,Pasivo ambiental,Comisión Federal de Electricidad,José Luis Hernández Michaca,México,Acolman,"Km 038+500 carretera federal No. 142, tramo Texcoco-Lechería",Derrames y/o fugas,Generación de electricidad a partir de combustibles fósiles,"Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final",Hidrocarburos de fracción media y pesados,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2018,27069.75,47281.96,"2,815,601.16","849,981.32"
181,Disposición final,2008,Pasivo ambiental,Cromatos de México,Secretaría de Medio Ambiente y Recursos Naturales (suelo) y la Comisión Nacional del Agua (agua),México,Tultitlán,"Francisco I. Madero 30, Colonia Santiaguito",Depósitos de residuos peligrosos,Fundición y refinación de otros metales no ferrosos ,Industrias metálicas básicas,Metales,Metales y metaloides,Disposición final fuera del sitio,2012,35344.13,296790.72,"2,794,818.12","849,635.18"
1298,Biológicos,2012,Emergencia ambiental,"Express y Tanques Especializados, S.A. de C.V.","Isali, S.A. de C.V.",Tlaxcala,Calpulalpan,"Km 181+500 autopista Arco Norte, tramo Pachuca-Calpulalpan",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2016,862.84,271.2,"2,860,459.67","851,560.82"
1287,Biológicos,2012,Emergencia ambiental,"Transportes Promotores de Servicio, S.A. de C.V.","Isali, S.A. de C.V.",Michoacán_de_Ocampo,Morelia,"Km 011+950 carretera federal No. 14D, Morelia-Uruapan",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2017,771.58,379,"2,576,335.60","848,737.28"
1680,Biológicos,2015,Emergencia ambiental,"Flensa, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Michoacán_de_Ocampo,Morelia,"Km 008+880 carretera federal No. 14, Morelia-Pátzcuaro, tramo Morelia-Lagunillas",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2017,177.15,225.41,"2,577,753.84","849,174.04"
2184,Biológicos,2019,Emergencia ambiental,"Tractotanques del Sureste, S.A. de C.V.","Ecología 2000, S.A. de C.V. ",Quintana_Roo,Felipe Carrillo Puerto,"Km 156+150 carretera No. 2625, Teya-Felipe Carrillo Puerto, tramo entronque Peto-Santa Rosa",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2020,190,342,"3,898,018.20","915,595.78"
2192,Biológicos,2019,Emergencia ambiental,"Transportes Yucarro, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Quintana_Roo,José María Morelos,"Carretera federal Teya-Felipe Carrillo Puerto, tramo Santa Rosa-Felipe Carrillo Puerto km 155+000",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2020,170,127.5,"3,898,019.88","915,598.96"
1743,Biológicos,2015,Pasivo ambiental,"Chemtura Corporation México, S. de R.L. de C.V.",Quiesma Ingeniería Bioquímica para el Medio Ambiente S.A. de C.V.,México,Cuautitlán Izcalli,"Calzada Guadalupe No. 410 colonia El Cerrito, Cuautitlán Izcalli",Derrames y/o fugas,Fabricación de otros productos químicos básicos inorgánicos ,Industria química,Hidrocarburos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2018,300.46,271.46,"2,793,764.29","855,005.48"
2087,Químicos,2020,Emergencia ambiental,Alberto Herrera Arias,"Ecología 2000, S.A. de C.V.",Jalisco,San Gabriel,"Km 062+100 carretera El Grullo-Ciudad Guzmán, entronque Cuatro Caminos",Derrame,Otro autotransporte local de carga especializado,Autotransporte de carga,Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2021,2003.5,969.68,"2,311,742.16","854,834.17"
142,Disposición final,2008,Emergencia ambiental,"Translesa, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Puebla,Chignahuapan,Km 033+700 autopista Tlaxco-Huauchinango,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,"Otros contaminantes no normados, petrolíferos",Mezcla de contaminantes,Disposición final fuera del sitio,2009,120,78,"2,900,893.42","860,514.07"
1164,Químicos,2012,Pasivo ambiental,Miguel Carreto Sosa,"Química Apollo, S.A. de C.V.",México,Teotihuacán,"Parcela 65621p8/8, ubicado en Ejido Tlacomulco, Cerro de Ocuilapan, Comunidad Santiago Atlatongo",Derrames y/o fugas,N.E.I,N.E.I,Hidrocarburos,Hidrocarburos,Oxidación química a un lado del sitio contaminado,2018,828.22,524.87,"2,823,914.93","859,001.98"
283,Disposición final,2009,Pasivo ambiental,"Centro de Acopio Tepotzotlán, S.A. de C.V.","ERM México, S.A. de C.V.",México,Tepotzotlán,Km 37.5 carretera México-Querétaro,Derrames y/o fugas,Tratamiento y disposición final de residuos peligrosos por el sector privado,Manejo de residuos y servicios de remediación,Solventes orgánicos,Solventes orgánicos,Disposición final fuera del sitio,2010,48,172,"2,791,743.90","858,747.74"
1145,Disposición final,2012,Pasivo ambiental,"Satélite Gas, S.A. de C.V.",Jorge Conrado Vallejo González,México,Tepotzotlán,"A la altura del km 44+500 de la carretera México-Querétaro, barrio Texcacoac",Derrames y/o fugas,Comercio al por menor de gasolina y diésel,"Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",Hidrocarburos pesados,Hidrocarburos,Disposición final fuera del sitio,2014,11.82,25.38,"2,791,767.20","859,935.08"
538,Combinación de procesos biológicos-disposición final,2010,Emergencia ambiental,"Transportes Hernie, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Michoacán_de_Ocampo,Morelia,Entronque crucero avenida Tecnológico y libramiento norte,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado y disposición final fuera del sitio,2010,378,88,"2,584,783.49","858,226.36"
94,Biológicos,2008,Emergencia ambiental,"Grupo Transpormex, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Jalisco,Tamazula de Gordiano,"Km 088+200 carretera federal No. 110 Tampico-Colima, tramo Tamazula de Gordiano-La Garita",Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2009,1782.05,468,"2,374,378.68","858,909.04"
59,Biológicos,2008,Emergencia ambiental,"Autotanques Foráneos, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Michoacán_de_Ocampo,Cherán,"Km 14+600 carretera federal No. 37 Carapan-Playa Azul, tramo Carapan-Uruapan",Derrame,Otro autotransporte foráneo de carga especializado,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2008,22,44,"2,496,900.63","859,068.20"
739,Biológicos,2011,Emergencia ambiental,"Tractotanques del Sureste, S.A. de C.V.","Isali, S.A. de C.V.",Quintana_Roo,José María Morelos,Km 136+200 carretera federal Peto-Chetumal,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2012,391.78,196,"3,884,367.84","927,130.47"
1904,Biológicos,2017,Emergencia ambiental,"Flensa, S.A. de C.V.","Isali, S.A. de C.V.",Michoacán_de_Ocampo,Tarímbaro,Km 009 carretera No. 43 Morelia-Salamanca,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2018,221,124.5,"2,588,049.58","863,797.50"
654,Térmicos,2011,Pasivo ambiental,"Banca Invex, Sociedad Anónima, Institución de Banca Múltiple Invex Grupo Financiero, Fiduciario en el Fideicomiso Maestro Mexicano 628","Gaan Consultores, S.A. de C.V.",México,Zumpango,Km 5 carretera Zumpango-Los Reyes Acozac,Derrames y/o fugas,Fabricación de productos de cartón y papel. Actual: Banca múltiple,Industria del papel. Actual: Instituciones de intermediación crediticia y financiera no bursátil,Hidrocarburos de fracción media,Hidrocarburos,Desorción térmica,2011,3.47,1.38,"2,810,619.54","867,753.16"
122,Biológicos,2008,Emergencia ambiental,"Transportes Baeza, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Veracruz_de_Ignacio_de_la_Llave,Atzalan,"Km 001+000 carretera No. 131 Perote-Teziutlán, tramo Altotonga-Atzalan",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2009,2350,52,"2,997,028.24","873,685.57"
90,Disposición final,2008,Emergencia ambiental,Pemex Refinación,N.E.I.,Campeche,Campeche,Km 008+500 del entronque Escénica con la carretera Campeche-Lerma,Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Disposición final fuera del sitio,2010,111.7,368.93,"3,694,990.81","914,142.17"
